,Country,Variable,Year,Unit,Value
295,Sweden,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,71.0
296,Sweden,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,68.05
297,Sweden,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,66.44
298,Sweden,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,65.77
299,Sweden,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,64.64
300,Slovenia,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,651.16
301,Slovenia,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,661.86
302,Slovenia,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,668.16
303,Slovenia,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,674.63
304,Slovenia,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,677.39
305,Slovenia,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,676.63
306,Slovenia,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,670.8
307,Slovenia,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,660.04
308,Slovenia,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,642.52
309,Slovenia,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,613.95
310,Slovenia,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,582.25
311,Slovenia,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,580.61
312,Slovenia,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,554.13
313,Slovenia,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,549.13
314,Slovenia,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,530.42
315,Slovenia,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,497.64
316,Slovenia,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,482.61
317,Slovenia,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,465.97
318,Slovenia,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,445.15
319,Slovenia,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,430.87
320,Slovenia,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,422.16
321,Slovenia,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,414.22
322,Slovenia,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,414.9
323,Slovenia,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,404.04
324,Slovenia,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,376.96
325,Slovenia,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,390.73
326,Slovenia,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,375.43
327,Slovenia,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,374.77
328,Slovenia,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,383.49
329,Slovenia,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,396.1
330,OECD - Europe,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,656.27
331,OECD - Europe,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,646.84
332,OECD - Europe,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,630.7
333,OECD - Europe,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,619.47
334,OECD - Europe,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,605.54
335,OECD - Europe,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,596.39
336,OECD - Europe,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,578.97
337,OECD - Europe,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,563.23
338,OECD - Europe,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,549.07
339,OECD - Europe,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,534.38
340,OECD - Europe,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,510.24
341,OECD - Europe,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,493.88
342,OECD - Europe,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,481.93
343,OECD - Europe,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,470.04
344,OECD - Europe,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,448.88
345,OECD - Europe,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,438.9
346,OECD - Europe,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,431.93
347,OECD - Europe,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,431.95
348,OECD - Europe,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,432.44
349,OECD - Europe,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,434.03
350,OECD - Europe,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,427.84
351,OECD - Europe,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,418.97
352,OECD - Europe,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,406.85
353,OECD - Europe,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,390.18
354,OECD - Europe,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,371.94
355,OECD - Europe,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,366.09
356,OECD - Europe,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,349.95
357,OECD - Europe,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,342.57
358,OECD - Europe,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,344.78
359,OECD - Europe,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,347.31
360,Egypt,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,1024.63
361,Egypt,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,1021.12
362,Egypt,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,1007.95
363,Egypt,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,1021.39
364,Egypt,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,1020.5
365,Egypt,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,989.01
366,Egypt,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,962.35
367,Egypt,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,956.3
368,Egypt,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,942.8
369,Egypt,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,929.79
370,Egypt,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,890.29
371,Egypt,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,920.76
372,Egypt,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,939.6
373,Egypt,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,964.48
374,Egypt,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,954.2
375,Egypt,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,939.76
376,Egypt,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,943.51
377,Egypt,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,938.84
378,Egypt,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,954.36
379,Egypt,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,974.09
380,Egypt,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,976.46
381,Egypt,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,958.27
382,Egypt,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,963.18
383,Egypt,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,926.88
384,Egypt,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,924.29
385,Egypt,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,958.62
386,Egypt,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,937.26
387,Egypt,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,905.83
388,Egypt,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,902.26
389,Egypt,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,902.38
390,Uruguay,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,285.52
391,Uruguay,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,271.99
392,Uruguay,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,278.57
393,Uruguay,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,284.03
394,Uruguay,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,278.22
395,Uruguay,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,279.92
396,Uruguay,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,275.26
397,Uruguay,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,268.6
398,Uruguay,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,271.81
399,Uruguay,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,267.78
400,Uruguay,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,255.19
401,Uruguay,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,247.37
402,Uruguay,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,240.39
403,Uruguay,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,234.55
404,Uruguay,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,224.75
405,Uruguay,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,215.81
406,Uruguay,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,209.16
407,Uruguay,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,216.95
408,Uruguay,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,209.02
409,Uruguay,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,206.85
410,Uruguay,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,209.76
411,Uruguay,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,218.17
412,Uruguay,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,220.3
413,Uruguay,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,219.99
414,Uruguay,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,219.0
415,Uruguay,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,221.76
416,Uruguay,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,215.05
417,Uruguay,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,210.27
418,Uruguay,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,210.55
419,Uruguay,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,211.85
420,Norway,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,390.79
421,Norway,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,368.65
422,Norway,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,353.99
423,Norway,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,341.4
424,Norway,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,323.92
425,Norway,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,308.99
426,Norway,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,295.6
427,Norway,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,285.97
428,Norway,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,279.3
429,Norway,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,269.73
430,Norway,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,257.44
431,Norway,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,240.22
432,Norway,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,217.8
433,Norway,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,188.99
434,Norway,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,165.98
435,Norway,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,153.24
436,Norway,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,147.85
437,Norway,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,145.37
438,Norway,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,141.7
439,Norway,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,136.96
440,Norway,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,130.89
441,Norway,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,126.1
442,Norway,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,116.06
443,Norway,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,105.23
444,Norway,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,93.01
445,Norway,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,84.77
446,Norway,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,77.88
447,Norway,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,71.84
448,Norway,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,72.02
449,Norway,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,73.11
450,Senegal,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,186.59
451,Senegal,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,189.15
452,Senegal,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,190.36
453,Senegal,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,193.11
454,Senegal,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,197.1
455,Senegal,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,196.46
456,Senegal,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,197.21
457,Senegal,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,199.68
458,Senegal,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,205.0
459,Senegal,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,208.68
460,Senegal,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,204.49
461,Senegal,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,230.39
462,Senegal,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,227.22
463,Senegal,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,214.38
464,Senegal,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,219.86
465,Senegal,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,217.18
466,Senegal,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,211.13
467,Senegal,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,207.94
468,Senegal,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,206.29
469,Senegal,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,207.28
470,Senegal,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,194.64
471,Senegal,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,197.19
472,Senegal,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,198.61
473,Senegal,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,205.06
474,Senegal,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,216.31
475,Senegal,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,219.97
476,Senegal,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,221.2
477,Senegal,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,217.01
478,Senegal,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,208.93
479,Senegal,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,206.55
480,Austria,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,675.49
481,Austria,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,668.54
482,Austria,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,654.39
483,Austria,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,636.99
484,Austria,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,614.79
485,Austria,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,604.41
486,Austria,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,591.87
487,Austria,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,563.64
488,Austria,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,538.15
489,Austria,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,513.5
490,Austria,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,490.17
491,Austria,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,466.12
492,Austria,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,456.73
493,Austria,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,447.11
494,Austria,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,428.94
495,Austria,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,420.39
