pollution_de_l_air,titre,date_de_publication,publié_dans,publié_dansLabel
http://www.wikidata.org/entity/Q24597636,Early life exposure to air pollution: how bad is it?,2013-01-10T00:00:00Z,http://www.wikidata.org/entity/Q1796854,Toxicology Letters
http://www.wikidata.org/entity/Q24602200,Air pollution and epigenetics: effects on SP-A and innate host defence in the lung,2012-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1321858,Swiss Medical Weekly
http://www.wikidata.org/entity/Q24604939,"Use of multi-objective air pollution monitoring sites and online air pollution monitoring system for total health risk assessment in Hyderabad, India",2005-08-01T00:00:00Z,http://www.wikidata.org/entity/Q6051382,International Journal of Environmental Research and Public Health
http://www.wikidata.org/entity/Q24607878,"Air pollution and emergency department visits for suicide attempts in vancouver, Canada",2010-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15766021,Environmental Health Insights
http://www.wikidata.org/entity/Q24615488,Long term exposure to ambient air pollution and incidence of acute coronary events: prospective cohort study and meta-analysis in 11 European cohorts from the ESCAPE Project,2014-01-01T00:00:00Z,http://www.wikidata.org/entity/Q546003,British Medical Journal
http://www.wikidata.org/entity/Q24621098,Exposure to traffic-related air pollution during pregnancy and term low birth weight: estimation of causal associations in a semiparametric model,2012-11-01T00:00:00Z,http://www.wikidata.org/entity/Q4744243,American Journal of Epidemiology
http://www.wikidata.org/entity/Q24629991,Cardiovascular effects of ambient particulate air pollution exposure,2010-06-29T00:00:00Z,http://www.wikidata.org/entity/Q578091,Circulation
http://www.wikidata.org/entity/Q24632977,Do the health benefits of cycling outweigh the risks?,2010-08-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24633994,Traffic-related air pollution and cognitive function in a cohort of older men,2011-05-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24648996,"Germ-line mutations, DNA damage, and global hypermethylation in mice exposed to particulate air pollution in an urban/industrial location",2008-01-15T00:00:00Z,http://www.wikidata.org/entity/Q1146531,Proceedings of the National Academy of Sciences
http://www.wikidata.org/entity/Q24652313,Air Pollution: Ship Sulfate an Unexpected Heavyweight,,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24656722,Air pollution and heart rate variability: effect modification by chronic lead exposure,2008-01-01T00:00:00Z,http://www.wikidata.org/entity/Q5382707,Epidemiology
http://www.wikidata.org/entity/Q24658521,Association between neighbourhood air pollution concentrations and dispensed medication for psychiatric disorders in a large longitudinal cohort of Swedish children and adolescents,2016-01-01T00:00:00Z,http://www.wikidata.org/entity/Q17003470,BMJ Open
http://www.wikidata.org/entity/Q24658636,"The burden of COPD mortality due to ambient air pollution in Guangzhou, China",2016-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2261792,Scientific Reports
http://www.wikidata.org/entity/Q24672070,"Air pollution and daily mortality in Rome, Italy",1998-09-01T00:00:00Z,http://www.wikidata.org/entity/Q7075795,Occupational and Environmental Medicine
http://www.wikidata.org/entity/Q24672672,"Household air pollution from coal and biomass fuels in China: measurements, health impacts, and interventions",2007-06-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24717765,,2016-06-21T00:00:00Z,,
http://www.wikidata.org/entity/Q24791631,Air pollution attributable postneonatal infant mortality in U.S. metropolitan areas: a risk assessment study,2004-05-05T00:00:00Z,http://www.wikidata.org/entity/Q15733766,Environmental Health
http://www.wikidata.org/entity/Q24799436,Potential sources of bias in the use of individual's recall of the frequency of exposure to air pollution for use in exposure assessment in epidemiological studies: a cross-sectional survey,2004-03-31T00:00:00Z,http://www.wikidata.org/entity/Q15733766,Environmental Health
http://www.wikidata.org/entity/Q24799455,Air pollution and case fatality of SARS in the People's Republic of China: an ecologic study,2003-11-20T00:00:00Z,http://www.wikidata.org/entity/Q15733766,Environmental Health
http://www.wikidata.org/entity/Q24799562,Maternal exposure to low-level air pollution and pregnancy outcomes: a population-based study,2002-12-09T00:00:00Z,http://www.wikidata.org/entity/Q15733766,Environmental Health
http://www.wikidata.org/entity/Q24799588,Economic evaluation of the benefits of reducing acute cardiorespiratory morbidity associated with air pollution,2002-12-18T00:00:00Z,http://www.wikidata.org/entity/Q15733766,Environmental Health
http://www.wikidata.org/entity/Q24810628,Closing the research loop: a risk-based approach for communicating results of air pollution exposure studies,2004-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24810737,Long-term health effects of particulate and other ambient air pollution: research can progress faster if we want it to,2000-10-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24810740,Children's respiratory morbidity prevalence in relation to air pollution in four Chinese cities,2002-09-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24810839,Induction of proinflammatory cytokines and C-reactive protein in human macrophage cell line U937 exposed to air pollution particulates,2005-11-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24810993,Assessing the health benefits of air pollution reduction for children,2004-02-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811018,Decline of ambient air pollution levels and improved respiratory health in Swiss children,2005-11-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811036,Association of asthma symptoms with peak particulate air pollution and effect modification by anti-inflammatory medication use,2002-10-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811191,Biologically plausible particulate air pollution mortality concentration-response functions,2004-03-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811233,Bidirectional case-crossover studies of air pollution: bias from skewed and incomplete waves,2000-12-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811253,International expert workshop on the analysis of the economic and public health impacts of air pollution: workshop summary,2002-11-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811257,"Ambient particulate air pollution, heart rate variability, and blood markers of inflammation in a panel of elderly subjects",2004-03-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811332,Effects of particulate air pollution on blood pressure and heart rate in subjects with cardiovascular disease: a multicenter approach,2004-03-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811405,Effects of ambient air pollution on symptoms of asthma in Seattle-area children enrolled in the CAMP study,2000-12-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811515,Air pollution and hospital admissions for ischemic heart disease in persons with congestive heart failure or arrhythmia,2002-12-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811529,"The importance of population susceptibility for air pollution risk assessment: a case study of power plants near Washington, DC",2002-12-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811565,"Association of ambient air pollution with respiratory hospitalization in a government-designated ""area of concern"": the case of Windsor, Ontario",2005-03-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811589,Effects of air pollution on heart rate variability: the VA normative aging study,2005-03-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811723,The association between fatal coronary heart disease and ambient particulate air pollution: Are females at greater risk?,2005-12-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811888,Urban air pollution and mortality in a cohort of Norwegian men.,2004-04-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811939,Effect of air pollution on daily mortality in Hong Kong,2001-04-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24811962,Investigating regional differences in short-term effects of air pollution on daily mortality in the APHEA project: a sensitivity analysis for controlling long-term trends and seasonality,2001-04-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24812219,Quantifying the effects of exposure to indoor air pollution from biomass combustion on acute respiratory infections in developing countries,2001-05-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24812234,"Epidemiologic evidence for asthma and exposure to air toxics: linkages between occupational, indoor, and community air pollution research",2002-08-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24812519,"Are associations between socio-economic characteristics and exposure to air pollution a question of study area size? An example from Scania, Sweden",2005-11-16T00:00:00Z,http://www.wikidata.org/entity/Q15752546,International Journal of Health Geographics
http://www.wikidata.org/entity/Q24812563,Using geographic information systems to assess individual historical exposure to air pollution from traffic and house heating in Stockholm,2001-06-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24812904,"A time-series analysis of air pollution and preterm birth in Pennsylvania, 1997-2001",2005-05-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24813103,The concentration-response relation between air pollution and daily deaths,2001-10-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24813135,Association of air pollution with increased incidence of ventricular tachyarrhythmias recorded by implanted cardioverter defibrillators,2005-06-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24813165,Air pollution and retained particles in the lung,2001-10-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24813170,Air pollution and daily mortality in a city with low levels of pollution,2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24813224,Effect of indoor air pollution from biomass combustion on prevalence of asthma in the elderly,2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q24813600,Air pollution and ST-segment depression in elderly subjects,2005-07-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q28075205,Effect of environmental air pollution on cardiovascular diseases,2015-12-01T00:00:00Z,http://www.wikidata.org/entity/Q3734917,European Review for Medical and Pharmacological Sciences
